provinsi_id,kabupaten_id,kepadatan_penduduk,tingkat_pendidikan,tingkat_pengangguran,akses_air_bersih,akses_listrik,fasilitas_kesehatan,jalan_aspal,luas_sawah,pendapatan_perkapita,jenis_wilayah
13,61,67.70567248652603,6.211721594729736,3.2009344149040624,85.0767189958892,92.23126349439578,12,60.69148884658973,6094.4090392670905,839158.135042832,rural
32,372,81.01901202832023,14.161197540270276,2.4751040153821364,68.52794685912046,95.70937609660095,23,43.51092376724401,347.1983200852665,1645616.173157759,urban
31,23,368.6149472053811,8.689861204332617,3.5080388039242862,68.20826579668814,84.81989762808418,11,84.02188991513275,2108.7973637254368,861471.3420825219,urban
20,226,941.1938495946519,7.8838281075659555,5.466073467299023,86.59238174393047,86.92939691067359,11,75.74243652222168,2543.611743932562,1192716.1650419114,urban
8,399,31.994376056760938,7.482239321623949,1.1786222397002628,86.65506901488389,80.64554947580521,17,83.27740833557782,4153.803349022841,2141891.9801583462,urban
26,142,1172.0856708289866,10.136076912513882,7.129551555555928,50.470722126276144,61.067225611619236,20,73.09775434082613,2924.987003499342,6917085.864098828,urban
21,357,2221.4636300933967,9.373876549274007,3.7269188252307224,96.07652595220955,92.0775350501874,13,23.81499087167984,5028.1666942022675,959304.8673286537,rural
13,502,31.43784097173886,8.05478698929071,4.466431405365082,84.42738313772334,95.55591537272876,10,56.76719774721721,9249.530428689171,7476886.423312361,urban
18,286,739.691834186926,7.608879222780159,6.4309724066072675,77.5836832519385,85.26353828379636,17,37.4639706871298,25.91479284595708,7924936.586933513,urban
32,289,10.568537214629107,7.989651089601205,8.140970206779073,64.5716120178054,84.45277134577881,24,71.44194855835006,5107.5195731489175,921746.3991033126,urban
21,345,36.35423562599813,3.516813865224906,3.1205695238360462,91.6586781583912,59.7285928949655,16,84.68758258196853,191.31902552154213,2865799.706930807,urban
3,24,92.65580709712161,10.250807032991508,3.6507282249813215,87.97677103043364,91.69990865294687,19,72.31379003562203,6476.738583976122,3605729.470821364,rural
31,141,34.21524860286575,4.089846130174786,11.139794676446883,91.20874839276955,71.47592418524967,19,61.80033464510707,584.2992895921622,1695315.6492382686,urban
5,353,3.3208896531187446,8.279815391740863,3.06898166118538,55.50388900544142,86.36716460435026,16,86.53734201353862,424.704815419985,1918029.268633817,urban
7,484,67.73656241077835,11.382761754335226,12.060736845656239,70.5933610245546,67.80274086734585,16,55.5536832877767,969.1768916480331,8287949.384258232,urban
23,403,5905.771171538432,5.638136482609271,1.7590763734824009,74.59461885626924,73.50292419573638,18,47.814293439540464,11349.153470767325,1189468.4084208072,urban
11,341,305.2703341632595,9.842381462585534,3.2588554651012753,73.72385494352407,78.93842933454312,22,41.687112826164466,188.6420062748159,1814757.458152749,urban
29,136,374.4905183204566,7.445289553968328,3.2192706573008487,92.65380242767623,72.76077896240551,20,81.37208727365432,2450.9417964017102,8991523.978036355,urban
33,468,72.97830091678792,8.80002179046293,3.4353466623022966,79.54219726905416,95.48581273767634,12,39.30007759146159,7430.647201804308,5280482.18324072,urban
9,344,67.84197404499857,8.909852936399245,1.4418483837770308,95.43922366364481,72.99132472447226,18,74.01245543421821,5350.14337008052,2723709.7048582793,urban
5,123,323.8096982218169,9.142598870456917,7.251808229441818,81.42883765461795,97.27681586054283,12,78.02388605414437,5443.985407964602,1707847.4639944364,urban
27,8,53.38165261815459,9.773117507463642,6.148283395739179,95.29764300498526,96.28815741888242,9,64.69381793879666,8883.41277485968,1977171.7526034522,urban
4,265,138.68371509679017,6.089842172684692,5.481501617400909,72.02947908861212,61.54469085761309,21,80.5445123001331,12364.074609801028,1512565.3340260019,urban
29,163,89.75271187141023,8.19628940931696,1.259632036647519,86.79583210681785,81.0514797288731,20,70.179343501656,2046.728041510692,8108643.552424556,urban
7,449,538.8469921720349,9.4154367385899,16.298635302361692,81.55192857463484,99.44109048245488,13,44.95481687854607,10231.444448524784,2434875.023476551,rural
2,144,594.0411675949937,10.696180312310574,4.253192476467274,93.0293099133452,83.60989120100669,21,79.28864830283406,3903.0146255970844,498438.5714725588,rural
23,337,24.864739941568313,5.57709775809239,3.3877369999329328,71.48662231356965,93.63214777535121,11,61.7198654255313,3180.2490206610105,1856516.4967108218,urban
22,130,64.43921851248662,8.224974193856623,10.698316746374285,93.27835906504552,94.13862022328405,14,44.69827550520428,8949.431220842976,7883671.646993572,rural
2,324,309.9717697844555,4.935073002154661,5.249390404760658,83.52970740839608,82.37295543630677,14,40.52734295017068,3435.1519128664604,793567.6835668383,urban
20,286,46.24172114533309,10.708783145249685,3.952786938753468,93.09684867578217,90.77042265386194,19,54.57932269504941,10280.246376279525,1737953.8739103926,rural
4,337,318.7089866823416,7.347339173523832,3.736585366085156,32.319918574927705,80.97550620480853,14,80.26923003531039,2977.725012222698,1295734.4218068165,urban
21,201,8.754867540305332,10.585629760071209,5.1300896460083125,79.97317497133292,75.10137292438388,15,61.627182797252104,1463.5498890000918,1623168.4888945962,urban
19,328,40.24487006424146,12.81880258757346,3.8135320014314837,75.95973422498852,87.70522483789622,6,63.96415651971746,1769.7086236066525,1271076.7831212846,rural
23,472,356.73634388787235,6.16737808453375,10.573783502740485,82.97987160445524,84.40884503016068,16,51.10113835433424,3316.069010026716,6272722.975691326,urban
12,360,45.12183668728549,10.813252919376007,25.854724677297277,48.9714890672398,90.72249269775263,18,70.14808717484638,11386.452131668875,1397297.5657544888,urban
9,184,150.69318169109152,8.667625338418377,2.4436317367940736,92.32853108800377,81.98347556338118,13,70.75023770134547,4320.391922740148,2271569.6372022154,rural
23,385,280.5399156654082,9.05396776819322,2.6023344692864034,94.97313298865214,88.60454659501501,15,66.05312392841253,10919.28340126314,620972.6753197252,rural
6,459,328.45680365101646,7.627114232693971,4.870602146309772,75.9029856647733,87.33901605054491,11,95.25795616629377,1299.5895713349482,3463007.6965975636,urban
16,418,398.39628614291223,9.866017766461441,6.159951435601839,97.97649995342114,91.15431116729886,18,75.30222898201858,3472.705289462278,8750345.576856447,urban
30,284,18.81347406004138,9.6481360449919,3.127851603919779,94.79841371542199,75.86744730058905,12,80.993249345882,165.03922471776085,968737.0806055013,urban
3,76,11.1990286370038,4.865006546311895,7.271353950033399,86.73124175221122,82.92332241752233,10,57.39017115667103,9209.875377787406,1337687.2452838172,urban
8,109,78.07037159340183,5.787527048582983,24.95562667309803,74.05945703391555,71.77258005441682,11,48.31322099033067,10715.815454781774,2293737.188030494,urban
9,474,593.2636195001683,8.282928456978764,12.583494735030762,85.0323116560329,72.07407829536557,15,91.85947381533457,6593.436407282423,2774557.812117839,urban
22,195,273.17082874162054,11.698030143009134,1.9042522307302843,65.71526705717365,65.0964597198249,20,65.22410927710438,4283.8846039978325,2847902.1096379133,urban
13,248,12.907770343053256,6.0089201916052435,4.7617680097556,59.54865294324482,92.42028278971172,23,69.82257656803662,6271.15079849018,6044536.219382378,urban
8,256,51.07387110296749,11.172768610851438,9.808895134448276,66.96575120308871,93.88707793092932,16,49.463809434610454,232.15405736403963,5643425.359802445,urban
23,328,367.92372078877264,11.164453796724528,8.832958527345518,82.81951252462491,78.13891206207543,16,82.89039542102599,5161.272995881225,1070568.0202663552,urban
32,234,56.18780293493671,8.17420682320713,1.3684338582471356,89.83608023003879,86.32437576163268,13,80.34985716039623,6411.804549101443,738007.3719290565,rural
28,405,2639.80441594422,8.439965798076413,5.301875317171324,83.4061498036869,91.59695285260499,19,63.941941119902836,1369.4717906851047,1088623.192198568,rural
28,23,179.8120116855127,10.491802010986216,4.4388089058921425,97.32075988230017,97.14564275868346,18,78.4438291001484,11340.823738214272,1092969.435524031,urban
27,202,1139.0592465977986,8.001652295095122,10.162252405757524,74.60797107374812,65.36486855346271,17,61.72225124040504,1195.6814076411954,1494193.7288284511,urban
26,172,94.0866383296253,8.954981951323452,2.1108315894686114,77.46902809513765,97.62625241864356,17,92.19322197435224,46.25226679092494,928488.413269105,urban
5,326,50.14007050403557,7.253337223686636,0.282834001466245,62.702925859106394,72.74671568414807,14,60.5062645916196,19280.86234327687,2636099.588992264,urban
30,310,4.890154455668418,9.557389628062587,8.656468646365088,81.04955115219703,85.4076717122504,8,46.53795276225422,3606.88367984769,1938200.7636244362,urban
27,154,322.79820020870625,7.3045560386581805,4.482027055285431,60.85540030807335,84.6148691975472,8,58.90235204468601,4951.652658051914,4825376.077460748,urban
9,32,419.5781887982942,7.418916294141133,5.610165515410729,70.91390176509469,95.0109442802826,16,66.09175339635618,4724.41995324551,2982799.544031145,rural
1,213,7751.871931496208,9.354356132036166,11.343334392251135,75.20098003665713,75.13080755438251,13,85.34160846036532,344.7098998800401,5134440.222652803,urban
21,219,3911.7066110703277,4.83481567911345,7.459400750039127,74.81648219595048,88.11101543250594,17,86.81375353123218,5412.040960193358,689685.2064880261,urban
9,459,68.82933101907774,5.1863164648004565,5.124418805505945,58.73202395361997,51.593543787670384,14,68.98110790911622,873.7051840940666,2111911.6678105365,rural
31,91,630.9319258513356,11.553533867661972,8.61552000525647,49.67779150540097,93.96745807904036,10,74.79320963316675,3785.705624567589,1022736.3875654417,urban
3,309,821.7037460428714,5.499045593501978,2.8189614881706055,79.0229334079352,60.75535736468807,22,84.8342173692146,10713.581702789885,2566827.211928145,rural
29,418,2262.270526833218,6.293723989127063,8.82904418527777,69.10896355048487,76.37621903859305,8,46.88868440850887,210.72281045791743,3181213.6091664606,urban
13,55,557.5060974358951,7.979826926721014,4.68437130202269,72.8063622229568,86.66399899874685,17,64.30651150483233,346.89178329095233,1147572.8852673464,rural
13,437,598.2537590012007,5.825969543487959,3.6838737726471162,81.12407441657281,71.7354630614568,15,64.48169148070518,90.20529008583402,499684.59436566324,urban
15,324,695.2723833176882,3.2165720703073983,5.080569723633628,50.213946328226,87.44927977400843,13,60.285556603667715,7360.669877581231,609471.20327201,rural
15,105,8.053326906495878,8.090787404796362,0.3155425167643304,81.16767971881379,91.1540569721288,16,59.32626298828539,114.61108204344782,1596966.9729593094,rural
8,306,65.92292493509022,5.890712271290046,7.131108426175981,80.26549960343452,90.31254870503275,13,83.25110633922883,6079.366998169628,1475928.6866418154,rural
27,334,35.84073474687948,10.12275524622954,6.36755218870533,79.8223343861926,74.4995734607523,9,47.67234370798276,1723.9345787676918,1356595.202522348,rural
12,490,129.32798724646733,7.861663220541638,2.3580297366742893,86.34088980327192,93.1764088770882,19,54.17357758683205,4862.434412626173,2221868.4140477264,rural
32,256,205.89323387795898,7.188835741561963,12.852093974823891,79.33189945349585,70.41399092508169,18,34.75794004532439,10252.759161172233,1207957.8564330342,urban
20,30,370.50341052679437,6.130572416947513,2.3427340783478883,69.60623889214726,98.22630552764295,11,85.37003294464272,7314.946245673658,2137482.820459482,urban
2,354,33.37277761737109,5.468304774821217,1.8286903306457425,78.06364120244143,69.84827541697423,16,78.49191296430584,4089.942779585614,259804.1383640354,rural
2,321,60.193707337083644,-0.39524774220099523,1.6101709985816384,70.53484270443217,53.81364855861419,17,73.38212807321236,4605.462382517166,826203.7776727731,rural
3,47,112.27322819181934,10.614358806701466,4.237811080133608,64.68597226673543,84.34900104731894,14,47.10324889835032,1117.4134553656486,7624362.262225567,urban
5,255,782.413382377341,7.669924527084416,6.557132574090209,53.89344924143735,89.18096841762454,14,70.79933875969688,348.218683449753,2066003.0529832416,urban
22,421,88.6677059387371,10.370524170467087,2.647764690457275,58.536751155584035,84.11631005547042,17,58.057876875789184,8935.782230909288,2866919.7580727246,rural
20,135,29.092358676608182,12.89538507100777,7.957264445726548,78.90786443573403,85.38183376104637,10,65.32516823807153,7711.78907149054,1196392.0551240973,urban
20,56,783.2106551764109,6.988041892080543,10.420954543118741,88.98256760746189,88.40622506363766,11,30.90763471873592,3758.2457935856696,3567866.78084497,urban
31,306,450.7980899114672,6.869264184311086,10.753025196997546,93.90615713741911,83.22481452961998,9,64.58780568010157,2693.549048620288,6038660.564426151,urban
33,487,13.117367503018562,10.260210604662744,6.144684299492548,66.6477316878132,55.64866836501622,19,59.59672951104326,3247.336932027129,3648030.961907334,urban
21,509,93.6371866672949,7.950882357639745,5.387180612017713,45.04093825263218,95.42677481583074,14,85.03385776935785,3863.024525318657,1620774.7068922946,urban
32,423,40.10575937894617,8.321273160700645,8.304806658605518,84.2237576998148,87.32669179106091,18,52.069516767785174,8947.730512220169,3831784.9468126753,urban
4,106,108.12650504917917,11.502554958930126,9.55293879185626,81.85923082671668,70.99392269950134,15,50.957871436025,874.6134550754148,6876971.401035356,urban
5,73,59.432796258018705,10.521811334340445,3.907719023839177,63.38642761654075,71.58836676260643,28,76.61261537968075,13766.344745007053,3102561.6564837084,rural
10,57,6818.400569831598,11.857395623719606,1.8771244902054487,52.729991676730826,92.54568946200317,18,76.627576193301,7644.48178750806,4039081.3510863585,urban
22,206,55.424591798213804,8.835145904081555,7.103495742972033,55.248582311530136,96.33630109802337,13,68.95928878744124,1467.6010271039684,3594456.8186842757,urban
18,230,746.4625694963146,4.547380979896545,7.446173275624702,81.18921549488269,60.9269080220575,9,57.27264701770516,8738.89488638501,5146075.238912239,urban
28,215,72.17030072069167,8.57817086923861,8.499112657135445,85.74333335501476,92.41706580894612,13,79.68528302719699,2964.1943811616757,2225475.697909296,rural
10,343,798.8849489729179,8.364262864519436,3.9425347750168096,77.00690244106477,63.66485635507806,20,36.6607755282374,16380.115404208233,2877323.945466958,urban
25,488,1490.42660039236,5.509130666042054,4.988104545673468,82.86831930931955,72.990212067578,15,36.66184394054819,2798.723293649732,2681656.6583650843,urban
15,201,365.99701788803856,4.833498836437711,5.25928208349421,67.29063609797754,58.92113431959227,15,61.62931104125686,614.8429622712226,2176394.7885501403,rural
19,411,946.5999321091846,13.790458268744397,3.858507831346648,58.869137095496484,85.82682992657176,18,81.93478488466336,9983.270417741089,1541239.4809497956,rural
24,282,240.40087242145023,9.37749011045322,7.489389436884303,76.37648729631101,67.98803038295793,14,64.43787250021376,1048.077376047949,3731824.356695405,rural
22,83,140.07398396003614,9.05792966870921,6.264578611837795,84.0480328184241,82.90965619490241,11,69.43950113310244,2630.418526297802,528394.2929941388,urban
23,441,164.51043592658868,8.05020595368068,2.594780767961201,72.07053706720501,46.465577105188224,10,51.078933113506295,485.22372286722486,329943.252226953,urban
9,390,1854.0851044844178,5.378560366517355,1.87963726623843,63.82838770747079,85.60731221827581,17,59.118068220534504,7484.392385120622,2105683.283438729,urban
10,381,30.783717161513845,9.97729566706865,2.156931501008713,82.02710231150253,77.19063066844915,14,78.41179070025946,6629.936702929466,1242790.1177111536,urban
17,13,118.6839715658977,10.511029613932003,1.7964963535026905,79.27662622308816,76.67051780059376,11,72.88905602567873,3927.602668527639,3008949.135237476,rural
19,426,51.456461456416456,14.305164548552415,1.6853976446737342,71.49561543349898,59.3391977961413,16,48.40929254592464,12397.744754607522,3948522.093456068,urban
13,363,9.55638658381915,10.392447830802368,3.8571974232415442,67.12649836471873,93.80375614109555,22,88.97358903441284,3298.7947477323087,1149956.126586769,urban
5,228,455.1139017142996,7.774960126250311,1.522062895266187,79.07474953734132,80.89332233674938,19,62.33568687918785,1881.5242788091316,2215644.229968084,rural
34,375,1092.4310276503288,10.080664746502762,4.526016096092525,69.8367798853619,96.48817242548886,14,61.064261298098444,3181.463696191824,719054.4792116508,urban
12,424,91.17535648067171,12.998119221807208,5.260624340700359,88.53538223512186,89.97150202653857,16,56.18287032093764,9186.674141421407,5941564.024438564,urban
27,252,139.7538008880517,6.538086362873666,5.634352253018896,64.97792903104722,94.07718450281992,11,86.96521511682337,4514.071271607772,4778194.2337993225,rural
15,481,35.55948662619787,9.419433196546109,1.5812499764599188,94.32152877097379,84.7142513969459,10,37.110484864438426,1965.4220952903029,1476867.6989378587,rural
21,369,326.1584234859148,5.85107610409909,4.609268514622764,93.29658586706674,91.246960578926,9,82.27681993413388,12023.625349745482,3447141.027209579,urban
8,126,30.036602043855293,11.51789696914852,14.441313217774166,66.10885078725032,89.8050257387767,13,51.810803084631786,6499.028249023434,1303800.745906916,urban
5,503,66.99847989586088,10.72203645968268,0.9556891397060056,68.40627203809238,87.37424750325323,16,58.00881036977067,5792.036052773566,3332628.4155708924,rural
6,225,496.23559289196515,6.24068656000946,7.44332061970735,66.24650966369751,93.05686476276085,11,45.97529302988954,13788.93165283159,984695.881022347,urban
31,43,84.24117675636161,4.879651208615437,2.7334057747250093,92.17249840676298,76.97489657289542,7,72.03462467840966,244.31283553384614,1434819.1186584544,rural
19,422,721.1472446119011,8.79960085949627,6.57711387244529,79.45864533919278,85.53888525880463,18,80.39254145420307,1582.9040535435777,11465777.504872663,urban
5,408,3109.347137269831,7.9382694232913575,6.531934813493066,85.33681446872271,76.61904407707134,20,45.56115494043736,20983.503195127465,3381061.9971297784,rural
25,403,158.0561066811551,1.2662195565085055,13.191066816727368,87.04833296393174,91.46911835179074,10,59.58085593703451,359.68682072775096,3200299.352777404,urban
7,416,111.74394861562493,12.45063500310976,6.6516948741068,65.40439541829448,71.5774102204397,14,55.164830013688594,6211.6889481732815,1890138.3640420132,urban
8,395,47.01078384186656,9.430451814146107,3.7074808954510328,71.4706527223794,90.80580482994634,19,41.13646719058237,4687.610191346809,1393440.2173482943,urban
3,77,265.95903941861394,8.087960693885131,3.2597786222059004,74.56640799442077,72.12179726035035,16,72.89487298658666,2021.2581577430503,726213.1249508775,urban
18,492,137.31570826626145,7.653915283397832,5.221327560933455,79.68870555856795,61.41876953509004,16,89.36130090084882,9272.99722328278,1813492.0536299949,urban
14,46,23.508074999276523,7.922739136546839,6.334864709157092,67.91056070374836,50.80610121830992,15,35.74687291241806,1174.7766606957696,7527732.985257956,rural
21,400,8849.499499871463,9.185674413101784,2.1432979180680185,86.03279997256715,98.42933077781296,3,47.594058546805,4768.942826901428,3578704.602544649,rural
27,357,210.2522612546258,6.296985636077228,1.7346019712464185,74.08616356201154,96.18081001597234,18,56.0140786237881,4246.120241929113,3273999.9268734814,urban
17,2,366.03903621684344,9.9474304913158,6.361336614118322,91.11013169475048,63.429633571853586,11,91.78526940016529,8267.588170276384,1564695.6241288283,urban
7,447,532.6990533224277,6.961678378610731,5.596620137967835,69.96958646471157,83.41260836957541,23,84.48321611025739,4214.319991026815,3583006.492102254,rural
20,429,356.80186271638115,5.7602025134155905,8.055670884567297,95.46356244929942,81.33673014608743,17,86.67141973279092,6174.761954997106,3156699.6747121857,urban
12,17,42.71436611516077,9.7614115060974,3.350951337438221,72.11700353596318,96.60846696938444,10,56.55357609793473,2044.123179057014,626300.9823338494,urban
3,464,39.76642249026796,7.268974342564094,8.887155276924563,92.99104808204225,99.33081989050811,13,48.38672676676063,12764.520759655536,1085676.955005525,urban
14,28,1000.5332416745191,8.383918838038797,3.937080924151572,78.87011406601086,76.55041328838928,20,71.34708094836753,4286.7444223686225,10287536.807815084,rural
10,206,712.0367479222804,8.552276244157325,2.9894249986180856,75.40146870601092,74.52932112059696,22,30.367388828974363,1970.84327877035,3362340.234527538,rural
2,284,13.865117095624298,7.461939772238121,2.59112363775685,91.3328678005238,91.89216089168843,17,72.5276180924637,9537.274237832991,2410624.5404503928,urban
20,237,54.43559516558284,13.1226191455459,1.5371181492004897,83.1437455584973,83.99473409496177,13,82.5379825282468,2816.4314509743454,4813574.773043681,rural
1,53,113.58125566140585,10.683963349036532,8.444042106880222,89.17037574895394,84.74997949630828,11,83.59623825895315,3829.3697403311467,2576264.253723156,rural
17,273,44.4348675926877,7.996594104837812,7.682634640941598,78.62171297286102,79.46022803081605,13,86.39410807891763,3599.0035930586164,3721145.1871312014,urban
31,27,215.78242632982563,10.436102907659562,18.933379334355482,78.61557947507266,96.38411041942533,15,73.40472719223011,4609.972482756681,837033.3722268984,rural
28,202,173.27694197009117,7.252088264184823,10.490897558834032,97.32618307765281,90.17914485340745,9,52.9270000452964,1406.0243666823399,15538024.74895712,rural
13,216,64.37284351892853,5.417872552044434,13.296965765004654,58.521357295448794,75.83886046135756,21,54.98746884688113,8855.825212314166,7023108.273444846,urban
9,112,819.2231461199635,6.910942174941852,6.692357082521366,87.18472870988442,78.49403943527922,11,83.18122783305648,796.8678564782483,839571.2456971498,rural
3,256,168.16351738457445,8.375443426305534,3.3940254464367694,81.08526242829615,91.7358770063748,11,88.78047564352765,1110.5170154117209,1998871.740906659,rural
2,206,101.66387364140347,10.419347883335496,3.9249648136636788,67.64477499172436,73.01814666419175,12,61.842522749676746,690.730262487137,6227191.2107249955,rural
34,326,24.170231424460734,8.806328185604876,2.772643301418114,94.07194491235701,66.68785183095696,20,55.02170920028623,2388.8339794460385,1837892.0757824047,rural
32,277,261.58859201409183,6.137026354223209,8.972421937631783,69.97980131152111,92.92426832343963,9,93.92614563628572,3789.433805545909,3066029.145350247,urban
17,189,3688.401865292641,10.879951274131187,2.4309091094773603,92.54466821687396,58.770347198275545,20,69.33146359350886,4055.661629354471,5429817.140821633,urban
24,116,20.794434722974128,6.446291460364893,5.923417469920567,57.81242631561111,73.44766495621792,14,77.6360766506609,1854.3810307016365,403794.7039649664,rural
28,357,18.929837804732756,6.010597865300407,6.662184933846307,92.14321750331773,81.75856314869866,27,80.91725151044496,716.1580383985608,459162.9345636246,urban
